Time,gps_header.seq,gps_header.stamp.secs,gps_header.stamp.nsecs,gps_header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,grid
1663939747.2370577,0,48547,0,GPS1_Frame,42.31391,-71.09852500000001,39.6,327058.24681442813,4686762.816442504,19,T
1663939748.2366838,0,48548,0,GPS1_Frame,42.313916666666664,-71.09853666666666,39.6,327057.3035716443,4686763.580440846,19,T
1663939749.243836,0,48549,0,GPS1_Frame,42.31392000000001,-71.098545,39.4,327056.62591383513,4686763.96752253,19,T
1663939750.2362673,0,48550,0,GPS1_Frame,42.313923333333335,-71.09855666666667,39.3,327055.6735407883,4686764.36138093,19,T
1663939751.236828,0,48551,0,GPS1_Frame,42.31393,-71.09856666666666,39.2,327054.86765612615,4686765.121991288,19,T
1663939752.2539067,0,48552,0,GPS1_Frame,42.31393500000001,-71.09857666666667,39.1,327054.0572062965,4686765.697531661,19,T
1663939753.2364342,0,48553,0,GPS1_Frame,42.31394166666667,-71.098585,38.9,327053.38867958076,4686766.454753841,19,T
1663939754.2342236,0,48554,0,GPS1_Frame,42.313948333333336,-71.09859333333334,38.7,327052.7201530081,4686767.2119760895,19,T
1663939755.2346966,0,48555,0,GPS1_Frame,42.313955,-71.09860499999999,38.6,327051.7769114134,4686767.975975215,19,T
1663939756.236083,0,48556,0,GPS1_Frame,42.31396333333334,-71.09861500000001,38.5,327050.9755930181,4686768.921656137,19,T
1663939757.252834,0,48557,0,GPS1_Frame,42.313970000000005,-71.098625,38.4,327050.16970939795,4686769.682267072,19,T
1663939758.2528605,0,48558,0,GPS1_Frame,42.313975,-71.09863666666666,38.3,327049.22190293943,4686770.261196475,19,T
1663939759.2337573,0,48559,0,GPS1_Frame,42.31398166666666,-71.09864666666667,38.1,327048.4160196635,4686771.021807621,19,T
1663939760.2516544,0,48560,0,GPS1_Frame,42.31398833333333,-71.09865833333333,38.0,327047.472779048,4686771.785807358,19,T
1663939761.2313955,0,48561,0,GPS1_Frame,42.313995000000006,-71.09866833333334,37.9,327046.6668961387,4686772.54641872,19,T
1663939762.2304542,0,48562,0,GPS1_Frame,42.31400166666667,-71.09867833333332,37.7,327045.8610134034,4686773.307030181,19,T
