Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664214457.1912189,0,64057,0,GPS1_Frame1,42.337786666666666,-71.08760833333334,2.5,4689391.998094382,328023.01519225433,19,T
1664214458.1906219,0,64058,0,GPS1_Frame1,42.337785,-71.0876,2.5,4689391.7961692875,328023.6971766581,19,T
1664214459.192284,0,64059,0,GPS1_Frame1,42.337785,-71.087595,2.3,4689391.786056644,328024.10909342667,19,T
1664214460.2087104,0,64060,0,GPS1_Frame1,42.337786666666666,-71.087585,2.3,4689391.950902064,328024.93747045926,19,T
1664214461.1934955,0,64061,0,GPS1_Frame1,42.337785,-71.087575,2.3,4689391.7456063125,328025.75676050154,19,T
1664214462.1923318,0,64062,0,GPS1_Frame1,42.33778,-71.087565,2.3,4689391.170169395,328026.56696368323,19,T
1664214463.1920161,0,64063,0,GPS1_Frame1,42.33778,-71.087555,2.3,4689391.149944473,328027.3907972838,19,T
1664214464.1920707,0,64064,0,GPS1_Frame1,42.337775,-71.08755333333333,2.3,4689390.591361766,328027.5144726046,19,T
1664214465.2086146,0,64065,0,GPS1_Frame1,42.33777166666667,-71.08754333333333,2.3,4689390.200995693,328028.329219464,19,T
1664214466.208399,0,64066,0,GPS1_Frame1,42.33776666666667,-71.08753166666666,2.3,4689389.622188309,328029.2767286571,19,T
1664214467.1916041,0,64067,0,GPS1_Frame1,42.33776666666667,-71.08752166666666,2.3,4689389.60196371,328030.1005624303,19,T
1664214468.1918952,0,64068,0,GPS1_Frame1,42.337765,-71.08750666666667,2.3,4689389.386556363,328031.33176976565,19,T
1664214469.193044,0,64069,0,GPS1_Frame1,42.337761666666665,-71.08749333333333,2.3,4689388.989449313,328032.4211282382,19,T
1664214470.1916804,0,64070,0,GPS1_Frame1,42.33776,-71.08747833333334,2.3,4689388.77404238,328033.6523357317,19,T
1664214471.2155776,0,64071,0,GPS1_Frame1,42.33775833333333,-71.08746333333333,1.2,4689388.558635662,328034.8835432917,19,T
1664214472.1948667,0,64072,0,GPS1_Frame1,42.337755,-71.08744833333333,1.2,4689388.158158536,328036.11020772054,19,T
1664214473.216813,0,64073,0,GPS1_Frame1,42.337745,-71.08744333333334,1.2,4689387.037622848,328036.49486557674,19,T
1664214474.192825,0,64074,0,GPS1_Frame1,42.33772666666667,-71.08744166666666,1.3,4689384.99847529,328036.5821962819,19,T
1664214475.209104,0,64075,0,GPS1_Frame1,42.337718333333335,-71.08743333333334,1.3,4689384.056269035,328037.2460090574,19,T
1664214476.2074149,0,64076,0,GPS1_Frame1,42.33771333333333,-71.08742,1.4,4689383.474092312,328038.33082553605,19,T
1664214477.188978,0,64077,0,GPS1_Frame1,42.337718333333335,-71.087405,3.6,4689383.998968967,328039.5802065259,19,T
1664214478.1884263,0,64078,0,GPS1_Frame1,42.33772166666667,-71.08739166666666,3.6,4689384.342145756,328040.6877385314,19,T
1664214479.1895516,0,64079,0,GPS1_Frame1,42.33772,-71.08739166666666,7.1,4689384.157075128,328040.68319546245,19,T
1664214480.1900415,0,64080,0,GPS1_Frame1,42.33770666666667,-71.08738833333334,7.1,4689382.6697690105,328040.9214624313,19,T
1664214481.1896381,0,64081,0,GPS1_Frame1,42.3377,-71.08738166666667,7.1,4689381.9160043495,328041.4525132837,19,T
1664214482.190802,0,64082,0,GPS1_Frame1,42.337705,-71.087365,2.3,4689382.437511055,328042.8392000415,19,T
1664214483.1864622,0,64083,0,GPS1_Frame1,42.3377,-71.08735,2.9,4689381.85196474,328044.06132297014,19,T
1664214484.1868675,0,64084,0,GPS1_Frame1,42.33770333333333,-71.087325,2.9,4689382.171549096,328046.1299954046,19,T
1664214485.1873162,0,64085,0,GPS1_Frame1,42.3377,-71.08730833333334,3.0,4689381.767703578,328047.49396728567,19,T
1664214486.187817,0,64086,0,GPS1_Frame1,42.337695,-71.08729166666667,3.0,4689381.178787702,328048.8533964623,19,T
1664214487.18646,0,64087,0,GPS1_Frame1,42.33770333333333,-71.08727,3.0,4689382.060326049,328050.6610856525,19,T
1664214488.1861207,0,64088,0,GPS1_Frame1,42.33770666666667,-71.08725166666666,3.0,4689382.393393606,328052.1805345917,19,T
1664214489.1864066,0,64089,0,GPS1_Frame1,42.33770166666667,-71.087235,3.0,4689381.804478647,328053.539963987,19,T
1664214490.193208,0,64090,0,GPS1_Frame1,42.337735,-71.08709333333333,1.4,4689385.219425869,328065.30180261424,19,T
1664214491.1934886,0,64091,0,GPS1_Frame1,42.33775333333333,-71.08697666666667,1.3,4689387.019304743,328074.9631650267,19,T
1664214492.2009416,0,64092,0,GPS1_Frame1,42.33776,-71.08687833333333,1.0,4689387.560769165,328083.0823663791,19,T
